Cluster ID,Link Score,source file,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2 
2494,0.5238095,1,1756,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LIVING WITNESS,4259 N LARAMIE ,60641,,,,,,,,HENRY BOOTH HOUSE,PORTAGE PARK,,,,,,Yes,No,No,,,,,,,,,,
2493,0.5238095,1,1757,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LOOP,2001 S MICHIGAN ,60616,2258828,,,,,,,HENRY BOOTH HOUSE,NEAR SOUTH SIDE,,,,,Ms. Gregg,Yes,No,No,,,,,,,,,,
2492,0.5238095,1,1758,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LOVE N LEARN ACADEMY,723 725 E 75TH STREET ,60619,7230338,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Ms. Blanton & Ms. Johnson,Yes,No,No,,,,,,,,,,
2491,0.5238095,1,1759,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NEAR SOUTH,2929 S WABASH ,60616,7910424,,,,,,,HENRY BOOTH HOUSE,DOUGLAS,,,,,Ms. Newsome,Yes,No,No,7013PS(HS Collaboration with Childcare),,,,,,,,,
2489,0.5238095,1,1760,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NEW PISGAH,8130 S RACINE ,60620,8735392,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Mr. S. Smith,Yes,No,No,,,,,,,,,,
2488,0.5238095,1,1761,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NICO'S,1855 W 95TH STREET ,60643,2380117,,,,,,,HENRY BOOTH HOUSE,BEVERLY,,,,,Ms.  Watts,No,No,No,,,,,,,,,,
2487,0.5238095,1,1762,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NORTH KENWOOD DAY CARE CENTER,857 E PERSHING ,60653,,,,,,,,HENRY BOOTH HOUSE,OAKLAND,,,,,,Yes,No,No,,,,,,,,,,
2486,0.5238095,1,1763,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PATTI CAKE,939 W 87TH STREET ,60620,8749460,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Harris,Yes,No,No,,,,,,,,,,
2485,0.5238095,1,1764,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,,,,,,,HENRY BOOTH HOUSE,ASHBURN,,,,,Ms.  Jones,Yes,No,No,,,,,,,,,,
2484,0.5238095,1,1765,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PRECIOUS LITTLE ONES,5327 S MICHIGAN AVE ,60615,,,,,,,,HENRY BOOTH HOUSE,WASHINGTON PARK,,,,,,Yes,No,No,,,,,,,,,,
2483,0.5238095,1,1766,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PRODIGY CHILD LEARNING CENTER,1921 E 79TH STREET ,60649,2213100,,,,,,,HENRY BOOTH HOUSE,SOUTH CHICAGO,,,,,Shonzette Cheeks,Yes,No,No,,,,,,,,,,
2482,0.5238095,1,1767,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE THE WORLD IS YOURS,8026 S COTTAGE GROVE AVE ,60619,,,,,,,,HENRY BOOTH HOUSE,CHATHAM,,,,,,Yes,No,No,,,,,,,,,,
2481,0.5238095,1,1768,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEE CARE NURSERY,1845 E 79TH STREET ,60649,2214442,,,,,,,HENRY BOOTH HOUSE,SOUTH CHICAGO,,,,,Ms. Williams-Morgan,Yes,No,No,,,,,,,,,,
2480,0.5238095,1,1769,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEE WEE CENTER FOR CREATIVE,2434 W 71ST STREET ,60629,4710869,,,,,,,HENRY BOOTH HOUSE,CHICAGO LAWN,,,,,Ms. Duckery,Yes,No,No,,,,,,,,,,
2478,0.5238095,1,1770,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEST AUSTIN,4920 W MADISON ,60644,,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,,Yes,No,No,,,,,,,,,,
2477,0.5238095,1,1771,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WHIZ KIDS NURSERY 518 W 103 RD ST,518 W 103RD STREET ,60628,2339445,,,,,,,HENRY BOOTH HOUSE,WASHINGTON HEIGHTS,,,,,Ms. Craft,Yes,No,No,,,,,,,,,,
2476,0.5238095,1,1772,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE YOUNG ACHIEVERS ACADEMY,520 E 79TH STREET ,60619,,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,,Yes,No,No,,,,,,,,,,
2475,0.5238095,1,1773,chapin_dfss_providers_2011_070212.csv,HOME OF LIFE COMMUNITY DEV. CORP. HLCDC DEV. II,4650 W MADISON ,60644,6268655,,,,,,,HOME OF LIFE COMMUNITY DEV. CORP.,AUSTIN,,,,,Dorietta Sceanior,Yes,No,Yes,"2114IT(Child Care IT Center), 7199PS(HS Collaboration with C",,,,,,,,,
2474,0.5238095,1,1774,chapin_dfss_providers_2011_070212.csv,HOME OF LIFE COMMUNITY DEV. CORP. HOME OF LIFE JUST FOR YOU,4647 W WASHINGTON ,60644,6268655,,,,,,,HOME OF LIFE COMMUNITY DEV. CORP.,AUSTIN,,,,,Nena Porter Cooper,Yes,No,No,"2114PS(Child Care PS Center), 7199PS(HS Collaboration with C",,,,,,,,,
2473,0.5238095,1,1775,chapin_dfss_providers_2011_070212.csv,HOWARD AREA COMMUNITY CENTER HOWARD AREA,7510 N ASHLAND ,60626,2626622,,,,,,,HOWARD AREA COMMUNITY CENTER,ROGERS PARK,,,,,Stephania Koliarakis,Yes,No,Yes,"7071PS(HS Collaboration with Childcare & PreK), 2765PS(Child",,,,,,,,,
2472,0.5238095,1,1776,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION BOTTLES TO BOOKS LEARNING CENTER,6014 S RACINE ,60621,4345772,,,,,,,HULL HOUSE ASSOCIATION,WEST ENGLEWOOD,,,,,Tamika Daniels,Yes,No,No,,,,,,,,,,
2471,0.5238095,1,1777,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-BARBARA DAVIS,1656 N LOTUS ST ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,No,No,"5734IP(EHS Collaboration Enhanced Home IP), 5735IT(Child Car",,,,,,,,,
2470,0.5238095,1,1778,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-DIANIRA ULIN,1912 N PULASKI AVE ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,HERMOSA,,,,,Etisha Wofford,No,Yes,No,"5937IP(EHS Collaboration Enhanced Home IP), 5746IT(Child Car",,,,,,,,,
2469,0.5238095,1,1779,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-EARLINE HAGGARD,3347 W CARROLL AVE ,60624,8267766,,,,,,,HULL HOUSE ASSOCIATION,EAST GARFIELD PARK,,,,,,No,Yes,No,"6128IP(EHS Collaboration Enhanced Home IP), 6129IT(Child Car",,,,,,,,,
2467,0.5238095,1,1780,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-EDITH COLLINS,5538 W CORTLAND AVE ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,No,No,"5731IP(EHS Collaboration Enhanced Home IP), 5732IT(Child Car",,,,,,,,,
2466,0.5238095,1,1781,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-EMILY JENKINS,1743 N LATROBE ST ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,Yes,No,"5739IP(EHS Collaboration Enhanced Home IP), 5741IT(Child Car",,,,,,,,,
2465,0.5238095,1,1782,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-MONICA PIERCE,1644 S AVERS ST ,60623,2355342,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,Etisha Wofford,No,Yes,No,"5743IP(EHS Collaboration Enhanced Home IP), 5942IT(Child Car",,,,,,,,,
2464,0.5238095,1,1783,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-ROBIN JAMES,4537 S LECLAIRE ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,GARFIELD RIDGE,,,,,Etisha Wofford,No,No,No,,,,,,,,,,
2463,0.5238095,1,1784,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHANETTA HOWARD,5255 W JACKSON ,60644,3785120,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,,No,No,No,"5912IP(EHS Collaboration Enhanced Home IP), 5913IT(Child Car",,,,,,,,,
2462,0.5238095,1,1785,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHARON TRULL-YUSSESS,4222 W WILCOX ST ,60624,7228308,,,,,,,HULL HOUSE ASSOCIATION,WEST GARFIELD PARK,,,,,,No,Yes,No,"5879IP(EHS Collaboration Enhanced Home IP), 5880IT(Child Car",,,,,,,,,
2461,0.5238095,1,1786,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHAUNTA COLLINS,1626 N MASON ST ,60623,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,No,No,,,,,,,,,,
2460,0.5238095,1,1787,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHELIA LANGHAM,11312 S NORMAL ST ,60628,2355342,,,,,,,HULL HOUSE ASSOCIATION,ROSELAND,,,,,Etisha Wofford,No,Yes,No,"5740IP(EHS Collaboration Enhanced Home IP), 5742IT(Child Car",,,,,,,,,
2459,0.5238095,1,1788,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHERISSE HOLMES,4119 W 16TH ST ,60623,2355342,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,Etisha Wofford,No,Yes,No,"5737IP(EHS Collaboration Enhanced Home IP), 5945IT(Child Car",,,,,,,,,
2458,0.5238095,1,1789,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-TAKELYA ELLINGTON,3421 W 12TH ,60623,5424196,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,,No,Yes,No,"5882IP(EHS Collaboration Enhanced Home IP), 5883IT(Child Car",,,,,,,,,
2456,0.5238095,1,1790,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-TAYNA AYENA,10836 S NORMAL AVE ,60628,8218491,,,,,,,HULL HOUSE ASSOCIATION,ROSELAND,,,,,,No,Yes,No,"6130IP(EHS Collaboration Enhanced Home IP), 6131IT(Child Car",,,,,,,,,
2455,0.5238095,1,1791,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-VERNELL KENNEDY,11515 S THROOP ST ,60643,6609953,,,,,,,HULL HOUSE ASSOCIATION,WEST PULLMAN,,,,,,No,No,Yes,"6132IT(Child Care Home IT), 6132PS(Child Care Home PS), 6132",,,,,,,,,
2454,0.5238095,1,1792,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-WANDA FIELDER,21 E 101ST PLACE ,60628,5686610,,,,,,,HULL HOUSE ASSOCIATION,ROSELAND,,,,,,No,No,No,"5961PS(HS Collaboration with Childcare Homes), 5961IP(EHS Co",,,,,,,,,
2453,0.5238095,1,1793,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION KINGS KIDDIE KINGDOM,815 W 74TH ST ,60621,,,,,,,,HULL HOUSE ASSOCIATION,ENGLEWOOD,,,,,Camille King,Yes,No,No,,,,,,,,,,
2452,0.5238095,1,1794,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION LECLAIRE-RYDER,4410 S LAPORTE ,60638,7675170,,,,,,,HULL HOUSE ASSOCIATION,GARFIELD RIDGE,,,,,Shirley Mullin,Yes,No,No,7072PS(HS Collaboration with Childcare),,,,,,,,,
2451,0.5238095,1,1795,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION LINCOLN SQUARE,4754 N LEAVITT ,60625,8789651,,,,,,,HULL HOUSE ASSOCIATION,LINCOLN SQUARE,,,,,Raina  Sajous,Yes,No,No,"7129PS(HS Collaboration with Childcare & PreK), 2709SA(Schoo",,,,,,,,,
2450,0.5238095,1,1796,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION ORR INFANT TODDLER PROGRAM,730 N PULASKI RD ,60624,8261090,,,,,,,HULL HOUSE ASSOCIATION,HUMBOLDT PARK,,,,,,No,Yes,No,,,,,,,,,,
2449,0.5238095,1,1797,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION PARKWAY COMMUNITY CENTER,500 E 67TH STREET ,60637,4931306,,,,,,,HULL HOUSE ASSOCIATION,WOODLAWN,,,,,Carmen Knight,Yes,No,No,"3263PS(HS Collaboration with Childcare & PreK), 2637SA(Schoo",,,,,,,,,
2448,0.5238095,1,1798,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,60660,7695753,,,,,,,HULL HOUSE ASSOCIATION,EDGEWATER,,,,,Martha Abarca,Yes,No,No,7027PS(HS Collaboration with Childcare & PreK),,,,,,,,,
2447,0.5238095,1,1799,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION UPTOWN COMMUNITY CENTER WEST,4520 N BEACON ,60640,5613500,,,,,,,HULL HOUSE ASSOCIATION,UPTOWN,,,,,Patricia Showers,Yes,No,No,"3409PS(HS Collaboration with Childcare & PreK), 2518SA(Schoo",,,,,,,,,
2444,0.5238095,1,1800,chapin_dfss_providers_2011_070212.csv,KOREAN AMERICAN COMMUNITY SERVICES KOREAN AMERICAN COMMUNITY SERVICES,4300 N CALIFORNIA ,60618,5838281,,,,,,,KOREAN AMERICAN COMMUNITY SERVICES,IRVING PARK,,,,,Hye K. Choi,Yes,No,Yes,"7131PS(HS Collaboration with Childcare & PreK), 2808SA(Schoo",,,,,,,,,
2443,0.5238095,1,1801,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ARRA HOME BASED INITIATIVE - ROSELAND CHRISTIAN MINISTRIES,10 W 35TH ST 15TH FLOOR ,60616,9494789,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,DOUGLAS,,,,,Sophia Coleman,Yes,No,No,,,,,,,,,,
2442,0.5238095,1,1802,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ENGLEWOOD MESSIAH,1910 W 64TH STREET ,60636,4365110,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,WEST ENGLEWOOD,,,,,Delphine Whittlesey,Yes,No,No,,,,,,,,,,
2441,0.5238095,1,1803,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS NORTH AUSTIN HEAD START,1500 N MASON ,60651,2371930,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,AUSTIN,,,,,Doris Holden,Yes,No,No,"4115IT(Child Care IT Center), 7015PS(HS Collaboration with C",,,,,,,,,
2440,0.5238095,1,1804,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ROGERS PARK,1754 W DEVON ,60660,6354600,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,ROGERS PARK,,,,,Deloris McDowell,Yes,No,No,7134PS(HS Collaboration with Childcare & PreK),,,,,,,,,
2439,0.5238095,1,1805,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS TRINIDAD LUTHERAN,2921 W DIVISION ,60622,6354600,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,WEST TOWN,,,,,Emilia Espinal,Yes,No,No,,,,,,,,,,
2438,0.5238095,1,1806,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS WINTHROP CHILDREN'S CENTER,4848 N WINTHROP ,60640,8783210,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,UPTOWN,,,,,,Yes,No,No,"2664IT(Child Care IT Center), 7133PS(HS Collaboration with C",,,,,,,,,
2437,0.5238095,1,1807,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION AUSTIN TOWN HALL,5610 W LAKE ,60644,2611505,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Marsha Ballenger,Yes,No,No,"7028PS(HS Collaboration with Childcare & PreK), 4155PS(Child",,,,,,,,,
2436,0.5238095,1,1808,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-ALICE TWITTY,1054 N KARLOV ST ,60651,2520732,,,,,,,MARCY NEWBERRY ASSOCIATION,HUMBOLDT PARK,,,,,Alice Twitty,No,Yes,No,"5754IP(EHS Collaboration Enhanced Home IP), 5754IT(EHS Enhan",,,,,,,,,
2435,0.5238095,1,1809,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-DEBRA BAKER,1728 N AUSTIN AVE ,60639,2376009,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia  Wills,No,Yes,No,"6117IP(EHS Collaboration Enhanced Home IP), 6120IT(Child Car",,,,,,,,,
2433,0.5238095,1,1810,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-IDERIA HOWARD,1013 N MONITOR AVE ,60644,2612115,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6119IP(EHS Collaboration Enhanced Home IP), 6122IT(Child Car",,,,,,,,,
2432,0.5238095,1,1811,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-JANET THOMAS,1034 N KARLOV ST ,60651,2529401,,,,,,,MARCY NEWBERRY ASSOCIATION,HUMBOLDT PARK,,,,,Janet L. Thomas,No,No,No,"5753IP(EHS Collaboration Enhanced Home IP), 5753IT(EHS Enhan",,,,,,,,,
2431,0.5238095,1,1812,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-LASHANDA BAYLOR,1051 N MASSASOIT AVE ,60651,8297555,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6118IP(EHS Collaboration Enhanced Home IP), 6121IT(Child Car",,,,,,,,,
2430,0.5238095,1,1813,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-MELVIN TURNER,1508 W MONITOR ,60651,,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,,No,Yes,No,"5969IP(EHS Collaboration Enhanced Home IP), 5970IT(Child Car",,,,,,,,,
2429,0.5238095,1,1814,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-NORMA JACKSON,935 N MENARD ,60651,,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6104IP(EHS Collaboration Enhanced Home IP), 6105IT(Child Car",,,,,,,,,
2428,0.5238095,1,1815,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-SHARON JAMES,311 N WALLER ,60644,2879737,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Sharon James,No,No,No,"5750IP(EHS Collaboration Enhanced Home IP), 5750IT(EHS Enhan",,,,,,,,,
2427,0.5238095,1,1816,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FOSCO,1312 S RACINE ,60608,7466024,,,,,,,MARCY NEWBERRY ASSOCIATION,NEAR WEST SIDE,,,,,Kimberly Johnson,Yes,Yes,No,"4195IT(Child Care IT Center), 7086PS (HS Collaboration with",,,,,,,,,
2426,0.5238095,1,1817,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION KENYATTA'S DAY CARE,2334 E 75TH ST ,60649,,,,,,,,MARCY NEWBERRY ASSOCIATION,SOUTH SHORE,,,,,Brenda Owens,No,No,No,,,,,,,,,,
2425,0.5238095,1,1818,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION LEARNING TREE 1,8128 S KEDZIE ,60652,7788802,,,,,,,MARCY NEWBERRY ASSOCIATION,ASHBURN,,,,,Joanne Williams,Yes,No,No,,,,,,,,,,
2424,0.5238095,1,1819,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345,,,,,,,MARCY NEWBERRY ASSOCIATION,ASHBURN,,,,,Joanne Williams,Yes,No,No,,,,,,,,,,
2422,0.5238095,1,1820,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION MARCY CENTER,1539 S SPRINGFIELD ,60623,7622300,,,,,,,MARCY NEWBERRY ASSOCIATION,NORTH LAWNDALE,,,,,Barbara Tucker,Yes,No,Yes,"2751IT(Child Care IT Center), 7135PS(HS Collaboration with C",,,,,,,,,
2421,0.5238095,1,1821,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION NEWBERRY CENTER,1073 W MAXWELL ,60608,8297555,,,,,,,MARCY NEWBERRY ASSOCIATION,NEAR WEST SIDE,,,,,Vernon Lyle,No,No,Yes,2753SA(School Age (SA)),,,,,,,,,
2420,0.5238095,1,1822,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375,,,,,,,MARCY NEWBERRY ASSOCIATION,AVALON PARK,,,,,Georgianna Coachman,No,No,No,,,,,,,,,,
2419,0.5238095,1,1823,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION ST. JOHN,5701 W MIDWAY PARK ,60644,3795533,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Willie Mae Cole,Yes,No,No,3149PS(HS Collaboration with Childcare),,,,,,,,,
2418,0.5238095,1,1824,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE CHILDREN'S LEARN AND PLAY,6512 S HALSTED ST ,60621,,,,,,,,MARY CRANE LEAGUE,ENGLEWOOD,,,,,,Yes,No,No,,,,,,,,,,
2417,0.5238095,1,1825,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (EAST),2974 N CLYBOURN AVE ,60618,3485528,,,,,,,MARY CRANE LEAGUE,NORTH CENTER,,,,,Jennifer Jones,Yes,No,Yes,"4145IT(Child Care IT Center), 4236PS(HS Collaboration with C",,,,,,,,,
2416,0.5238095,1,1826,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (LAKE & PULASKI),316 N PULASKI SITE ,60624,2653830,,,,,,,MARY CRANE LEAGUE,WEST GARFIELD PARK,,,,,,Yes,Yes,Yes,"4374IT(Child Care IT Center), 4374PS(Child Care PS Center),",,,,,,,,,
2415,0.5238095,1,1827,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (MOLADE CHILD DEV.),1120 N LAMON ,60651,6267760,,,,,,,MARY CRANE LEAGUE,AUSTIN,,,,,,Yes,Yes,Yes,"4372IT(Child Care IT Center), 4372PS(Child Care PS Center),",,,,,,,,,
2414,0.5238095,1,1828,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (MORSE),1545 W MORSE ,60626,2621390,,,,,,,MARY CRANE LEAGUE,ROGERS PARK,,,,,Guadalupe Herrera,Yes,No,No,4270PS(HS Collaboration with Childcare & PreK),,,,,,,,,
2413,0.5238095,1,1829,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (NORTH),2905 N LEAVITT ,60618,3485528,,,,,,,MARY CRANE LEAGUE,NORTH CENTER,,,,,Lavetter Terry,No,Yes,No,,,,,,,,,,
2411,0.5238095,1,1830,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (WEST),2820 N LEAVITT ,60618,3485528,,,,,,,MARY CRANE LEAGUE,NORTH CENTER,,,,,Emily Hamlin,Yes,Yes,No,4237PS(HS Collaboration with Childcare & PreK),,,,,,,,,
2410,0.5238095,1,1831,chapin_dfss_providers_2011_070212.csv,METROPOLITAN FAMILY SERVICES MIDWAY CHILDREN'S CENTER,3215 W 63RD ST ,60629,8842350,,,,,,,METROPOLITAN FAMILY SERVICES,CHICAGO LAWN,,,,,Guadalupe Valdine,Yes,No,Yes,"4331IT(Child Care IT Center), 3783PS(HS Collaboration with C",,,,,,,,,
2409,0.5238095,1,1832,chapin_dfss_providers_2011_070212.csv,METROPOLITAN FAMILY SERVICES MIDWAY HEAD START,6422 S KEDZIE ,60629,7374790,,,,,,,METROPOLITAN FAMILY SERVICES,CHICAGO LAWN,,,,,Rhonda Freeman,Yes,No,No,,,,,,,,,,
2408,0.5238095,1,1833,chapin_dfss_providers_2011_070212.csv,METROPOLITAN FAMILY SERVICES NORTH CHILDREN'S CENTER,3249 N CENTRAL AVE ,60634,,,,,,,,METROPOLITAN FAMILY SERVICES,PORTAGE PARK,,,,,Dawn Delgado,Yes,No,Yes,"4329IT(Child Care IT Center), 4330PS(HS Collaboration with C",,,,,,,,,
2407,0.5238095,1,1834,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-AIDA CARDONA,2117 N KEDVALE ,60639,,,,,,,,NORTH AVENUE DAY NURSERY,HERMOSA,,,,,,No,Yes,Yes,"5829IP(EHS Collaboration Enhanced Home IP), 5830IT(Child Car",,,,,,,,,
2406,0.5238095,1,1835,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-AMANDA LOPEZ,4433 N HARDING ,60625,,,,,,,,NORTH AVENUE DAY NURSERY,ALBANY PARK,,,,,Sonja Anthony,No,Yes,No,"5932IP(EHS Collaboration Enhanced Home IP), 5933IT(Child Car",,,,,,,,,
2405,0.5238095,1,1836,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-BETTY WILLIAMS,1543 N KOLIN ,60651,,,,,,,,NORTH AVENUE DAY NURSERY,HUMBOLDT PARK,,,,,,No,No,No,,,,,,,,,,
2404,0.5238095,1,1837,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-CAROLYN PRICE,2020 W JACKSON ,60612,,,,,,,,NORTH AVENUE DAY NURSERY,NEAR WEST SIDE,,,,,,No,No,No,"5833IP(EHS Collaboration Enhanced Home IP), 5834IT(Child Car",,,,,,,,,
